"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Put $692.00","BTO","10","$0.60","($600.40)"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Put $692.00","STC","10","$0.45","$449.57"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Put $692.00","BTO","7","$0.49","($343.28)"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Put $692.00","BTO","3","$0.49","($147.12)"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Put $693.00","STC","5","$1.05","$524.78"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Put $693.00","STC","5","$1.07","$534.78"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Put $693.00","BTO","9","$1.01","($909.36)"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Put $693.00","BTO","1","$1.01","($101.04)"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Call $695.00","BTO","10","$0.08","($80.40)"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Call $695.00","STC","2","$0.18","$35.91"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Call $695.00","STC","3","$0.17","$50.87"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Call $695.00","STC","1","$0.14","$13.95"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Call $695.00","STC","3","$0.14","$41.87"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Call $695.00","STC","4","$0.14","$55.83"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Call $695.00","STC","2","$0.14","$27.91"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Call $695.00","STC","5","$0.14","$69.78"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Call $695.00","BTO","5","$0.08","($40.20)"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Call $695.00","BTO","10","$0.08","($80.40)"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Put $690.00","STC","10","$0.87","$869.57"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Put $690.00","BTO","10","$0.82","($820.40)"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Call $695.00","BTO","5","$0.15","($75.20)"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Call $695.00","BTO","2","$0.14","($28.08)"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Put $691.00","STC","2","$0.87","$173.91"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Put $691.00","STC","1","$0.99","$98.95"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Put $691.00","STC","2","$0.86","$171.91"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Put $691.00","STC","5","$0.82","$409.78"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Put $691.00","BTO","1","$0.73","($73.04)"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Put $691.00","BTO","9","$0.73","($657.36)"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Put $691.00","STC","5","$0.63","$314.78"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Put $691.00","STC","5","$0.74","$369.78"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Put $691.00","BTO","10","$0.63","($630.40)"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Call $695.00","BTO","5","$0.25","($125.20)"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Call $695.00","BTO","1","$0.52","($52.04)"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Call $695.00","BTO","2","$0.67","($134.08)"
"1/15/2026","1/15/2026","1/16/2026","SPY","Option Expiration for SPY 1/15/2026 Call $696.00","OEXP","4S","",""
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Call $696.00","BTO","1","$0.03","($3.04)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Call $696.00","BTO","3","$0.06","($18.12)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $694.00","STC","4","$0.36","$143.83"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $694.00","BTO","4","$0.43","($172.16)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $694.00","STC","3","$0.39","$116.87"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $694.00","BTO","2","$0.37","($74.08)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $694.00","STC","1","$0.45","$44.95"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $694.00","STC","4","$0.31","$123.83"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $694.00","STC","4","$0.31","$123.83"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $694.00","BTO","2","$0.26","($52.08)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $694.00","BTO","2","$0.26","($52.08)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $694.00","BTO","1","$0.26","($26.04)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $694.00","BTO","5","$0.26","($130.20)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $694.00","STC","1","$0.71","$70.95"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $694.00","STC","1","$0.78","$77.95"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $694.00","STC","5","$0.43","$214.78"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $694.00","BTO","2","$0.48","($96.08)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $694.00","BTO","5","$0.53","($265.20)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $695.00","STC","1","$1.11","$110.95"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $695.00","STC","1","$1.04","$103.95"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $695.00","STC","1","$0.96","$95.95"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $695.00","BTO","1","$0.74","($74.04)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $695.00","BTO","2","$0.74","($148.08)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/16/2026 Call $695.00","STC","1","$1.80","$179.95"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/16/2026 Call $695.00","STC","1","$1.94","$193.95"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/16/2026 Call $695.00","BTO","2","$1.69","($338.08)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $694.00","STC","10","$0.70","$699.57"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $694.00","BTO","10","$0.68","($680.40)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/16/2026 Call $695.00","STC","2","$1.73","$345.91"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Call $694.00","STC","1","$1.25","$124.95"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Call $694.00","BTO","1","$1.03","($103.04)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $693.00","STC","4","$0.93","$371.83"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $693.00","STC","6","$0.97","$581.74"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $693.00","BTO","1","$0.91","($91.04)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $693.00","BTO","9","$0.91","($819.36)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Call $695.00","STC","1","$0.78","$77.95"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/16/2026 Call $695.00","BTO","2","$1.69","($338.08)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Call $695.00","STC","1","$0.77","$76.95"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Call $695.00","STC","1","$0.76","$75.95"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Call $695.00","STC","1","$0.80","$79.95"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Call $695.00","STC","1","$0.80","$79.95"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Call $695.00","STC","5","$0.74","$369.78"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Call $695.00","BTO","5","$0.63","($315.20)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Call $695.00","BTO","5","$0.63","($315.20)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $693.00","STC","3","$0.56","$167.87"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $693.00","STC","2","$0.72","$143.91"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Put $693.00","BTO","5","$0.63","($315.20)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/16/2026 Call $694.00","STC","2","$2.05","$409.91"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/16/2026 Call $694.00","STC","1","$2.40","$239.95"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/16/2026 Call $694.00","BTO","1","$2.07","($207.04)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/16/2026 Call $694.00","BTO","1","$2.06","($206.04)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/16/2026 Call $694.00","BTO","1","$2.06","($206.04)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Call $694.00","STC","5","$1.03","$514.78"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Call $694.00","STC","5","$1.10","$549.78"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Call $694.00","BTO","10","$1.01","($1,010.40)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Call $695.00","STC","12","$0.49","$587.48"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Call $695.00","STC","1","$0.49","$48.95"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Call $695.00","BTO","10","$0.56","($560.40)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Call $695.00","STC","5","$0.54","$269.78"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Call $695.00","BTO","2","$0.55","($110.08)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Call $695.00","BTO","1","$0.56","($56.04)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Call $695.00","BTO","5","$0.71","($355.20)"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPY 1/15/2026 Call $691.00","STC","1","$3.99","$398.95"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/15/2026 Call $691.00","BTO","1","$1.59","($159.04)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/15/2026 Call $690.00","STC","1","$2.06","$205.95"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/15/2026 Call $690.00","BTO","1","$1.66","($166.04)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Put $689.00","STC","2","$0.35","$69.91"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Put $689.00","STC","2","$0.30","$59.91"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Put $689.00","STC","1","$0.25","$24.95"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Put $689.00","STC","5","$0.23","$114.78"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Put $689.00","BTO","10","$0.16","($160.40)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $690.00","STC","1","$0.61","$60.95"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $690.00","STC","1","$0.52","$51.95"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $690.00","STC","1","$0.43","$42.95"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $690.00","STC","3","$0.33","$98.87"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $690.00","STC","5","$0.28","$139.78"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $690.00","BTO","10","$0.17","($170.40)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $690.00","STC","2","$0.36","$71.91"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $690.00","STC","2","$0.51","$101.91"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $690.00","STC","2","$0.32","$63.91"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $690.00","STC","3","$0.32","$95.87"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $690.00","BTO","10","$0.12","($120.40)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","STC","11","$0.02","$21.52"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","STC","9","$0.02","$17.61"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","STC","41","$0.02","$80.23"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","STC","5","$0.02","$9.78"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","BTO","10","$0.03","($30.40)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","BTO","5","$0.05","($25.20)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","BTO","10","$0.06","($60.40)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","BTO","10","$0.08","($80.40)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","BTO","5","$0.10","($50.20)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","BTO","5","$0.10","($50.20)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","BTO","5","$0.16","($80.20)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","BTO","5","$0.20","($100.20)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","BTO","5","$0.22","($110.20)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","BTO","3","$0.22","($66.12)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","BTO","2","$0.22","($44.08)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","STC","4","$0.42","$167.83"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","STC","3","$0.40","$119.87"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","STC","2","$0.37","$73.91"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","STC","1","$0.37","$36.95"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","STC","1","$0.37","$36.95"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","STC","1","$0.37","$36.95"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","STC","1","$0.37","$36.95"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","STC","9","$0.37","$332.61"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","STC","10","$0.43","$429.57"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","BTO","5","$0.20","($100.20)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","BTO","1","$0.18","($18.04)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","BTO","3","$0.18","($54.12)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","BTO","11","$0.18","($198.44)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","BTO","3","$0.39","($117.12)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","BTO","5","$0.37","($185.20)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","BTO","1","$0.89","($89.04)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $691.00","BTO","4","$0.89","($356.16)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Put $688.00","STC","2","$0.54","$107.91"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Put $688.00","STC","3","$0.64","$191.87"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Put $688.00","BTO","5","$0.52","($260.20)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/15/2026 Call $691.00","STC","1","$1.96","$195.95"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/15/2026 Call $691.00","STC","1","$1.88","$187.95"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/15/2026 Call $691.00","BTO","2","$1.60","($320.08)"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/13/2026 Put $693.00","STC","3","$0.44","$131.87"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/13/2026 Put $693.00","BTO","3","$0.66","($198.12)"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Call $695.00","STC","1","$0.88","$87.95"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Call $695.00","STC","4","$0.88","$351.83"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Call $695.00","BTO","2","$0.98","($196.08)"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Call $695.00","BTO","3","$0.98","($294.12)"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/13/2026 Put $693.00","STC","3","$0.47","$140.87"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/13/2026 Put $693.00","BTO","3","$0.62","($186.12)"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Call $693.00","STC","2","$1.83","$365.91"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Call $693.00","BTO","2","$1.80","($360.08)"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/13/2026 Put $692.00","STC","2","$0.31","$61.91"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/13/2026 Put $692.00","STC","5","$0.29","$144.78"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/13/2026 Put $692.00","BTO","5","$0.24","($120.20)"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/13/2026 Put $692.00","STC","3","$0.40","$119.87"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/13/2026 Put $692.00","BTO","5","$0.46","($230.20)"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Put $694.00","STC","1","$2.67","$266.95"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Put $694.00","STC","1","$2.69","$268.95"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Put $694.00","STC","1","$2.38","$237.95"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Put $694.00","STC","2","$2.55","$509.91"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Put $694.00","STC","2","$2.55","$509.91"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Put $694.00","STC","2","$2.58","$515.91"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Put $694.00","STC","1","$2.58","$257.95"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Put $694.00","BTO","1","$2.02","($202.04)"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Put $694.00","BTO","2","$2.02","($404.08)"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Put $694.00","BTO","3","$2.49","($747.12)"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Put $694.00","BTO","3","$2.55","($765.12)"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Put $694.00","BTO","1","$2.55","($255.04)"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 6/18/2026 Put $685.00","STC","1","$22.01","$2,200.95"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Put $693.00","STC","1","$2.16","$215.95"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Put $693.00","STC","1","$1.83","$182.95"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Put $693.00","STC","1","$1.62","$161.95"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Put $693.00","STC","2","$1.25","$249.91"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Put $693.00","BTO","5","$1.43","($715.20)"
"1/12/2026","1/12/2026","1/13/2026","MS","MS 1/15/2027 Put $185.00","STC","1","$19.25","$1,924.95"
"1/12/2026","1/12/2026","1/13/2026","SPY","SPY 6/18/2026 Put $685.00","BTO","1","$20.69","($2,069.04)"
"1/12/2026","1/12/2026","1/13/2026","SPY","SPY 1/12/2026 Put $695.00","STC","10","$0.73","$729.57"
"1/12/2026","1/12/2026","1/13/2026","SPY","SPY 1/12/2026 Put $695.00","BTO","10","$0.80","($800.40)"
"1/12/2026","1/12/2026","1/13/2026","SPY","SPY 1/12/2026 Put $695.00","STC","10","$0.70","$699.57"
"1/12/2026","1/12/2026","1/13/2026","SPY","SPY 1/12/2026 Put $695.00","BTO","10","$0.94","($940.40)"
"1/12/2026","1/12/2026","1/13/2026","HIMS","HIMS 1/21/2028 Call $35.00","BTO","1","$13.85","($1,385.04)"
"1/12/2026","1/12/2026","1/13/2026","SPY","SPY 1/12/2026 Put $695.00","STC","5","$0.79","$394.78"
"1/12/2026","1/12/2026","1/13/2026","SPY","SPY 1/12/2026 Put $695.00","BTO","5","$1.02","($510.20)"
"1/12/2026","1/12/2026","1/13/2026","SPY","SPY 1/12/2026 Put $693.00","STC","7","$0.70","$489.70"
"1/12/2026","1/12/2026","1/13/2026","SPY","SPY 1/12/2026 Put $693.00","BTO","7","$0.79","($553.28)"
"1/9/2026","1/9/2026","1/12/2026","PLUG","Option Expiration for PLUG 1/9/2026 Call $3.00","OEXP","25S","",""
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $691.00","STC","3","$0.08","$23.87"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $691.00","BTO","3","$0.10","($30.12)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $693.00","STC","1","$0.43","$42.95"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $693.00","STC","1","$0.47","$46.95"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $693.00","STC","1","$0.40","$39.95"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $693.00","STC","1","$0.42","$41.95"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $693.00","STC","2","$0.39","$77.91"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $693.00","BTO","6","$0.33","($198.24)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $694.00","STC","5","$0.56","$279.78"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $694.00","BTO","1","$0.59","($59.04)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $694.00","BTO","1","$0.59","($59.04)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $694.00","BTO","1","$0.59","($59.04)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $694.00","BTO","2","$0.59","($118.08)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $694.00","STC","5","$0.60","$299.78"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $694.00","STC","6","$0.60","$359.74"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $694.00","BTO","10","$0.59","($590.40)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $694.00","BTO","1","$0.59","($59.04)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Call $693.00","STC","2","$1.56","$311.91"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Call $693.00","STC","2","$1.56","$311.91"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Call $693.00","STC","6","$1.65","$989.74"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Call $693.00","BTO","10","$1.58","($1,580.40)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $694.00","STC","1","$0.70","$69.95"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $694.00","STC","2","$0.78","$155.91"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $694.00","STC","5","$0.80","$399.78"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $694.00","STC","2","$0.80","$159.91"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $694.00","BTO","10","$0.74","($740.40)"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $694.00","STC","5","$0.69","$344.78"
"1/9/2026","1/9/2026","1/12/2026","SPY","SPY 1/9/2026 Put $694.00","STC","5","$0.69","$344.78"
